,is_genuine,diagonal,height_left,height_right,margin_low,margin_up,length,F1,F2,F3,F4
0,True,171.81,104.86,104.95,4.52,2.89,112.83,2.1536387504688608,1.5997094454160945,1.7874507916791105,2.4334652251016253
1,True,171.67,103.74,103.7,4.01,2.87,113.29,-2.110415892555581,-0.5260389195126465,0.5425627730784678,0.3445495065445432
2,True,171.83,103.76,103.76,4.4,2.88,113.84,-1.9731524201989539,-0.04810178309059065,0.8587156250129864,0.3748123132892587
3,True,171.8,103.78,103.65,3.73,3.12,113.63,-2.0597950918526444,-0.089105210487144,-0.5315287743802088,0.5195480298121806
4,True,172.05,103.7,103.75,5.04,2.27,113.55,-2.4031800893936,0.4121697745574375,3.3195071677045456,-0.8370425022707645
5,True,172.57,104.65,104.44,4.54,2.99,113.16,1.235656112721321,2.9831911208024837,0.9530538664352405,0.38882413459325754
6,True,172.38,103.55,103.8,3.97,2.9,113.3,-2.07941190685102,1.1479799781220055,0.171244552285091,-0.96122191835522
7,True,171.58,103.65,103.37,3.54,3.19,113.38,-2.623934078593241,-1.040133166581328,-1.0690927166757411,0.358567590243809
8,True,171.96,103.51,103.75,4.06,3.33,113.53,-1.736309005284398,-0.22763099702203027,-1.146802866521487,0.06392411629368062
9,True,172.14,104.34,104.2,4.63,3.02,112.47,0.7274896591069977,1.0638810658133437,0.7049490616731853,0.1132444552314307
10,True,172.27,104.29,104.22,3.89,3.53,113.5,0.4958263523397716,1.738477811336426,-1.5215790845741264,1.029062912202751
11,True,172.07,103.64,103.67,3.86,3.2,113.83,-2.0902646820816058,0.41670967933416797,-0.8147220229064825,0.04907701113041885
12,True,172.19,104.61,103.69,4.0,3.26,112.91,0.16022666302250912,1.4307251394311087,-0.673051870706242,0.18025763176490428
13,True,171.82,103.78,103.76,3.81,3.25,113.36,-1.5109996835115003,-0.16606000152115438,-0.9176278941052465,0.5165207332672238
14,True,172.04,103.94,103.76,3.81,3.24,113.41,-1.2424284152136242,0.6021694244053036,-0.8739825110592182,0.28761772006913044
15,True,171.6,103.85,103.91,4.56,2.56,113.27,-1.7533331220939514,-0.5026737526649011,2.186590482926495,0.4995338532538309
16,True,171.69,103.9,104.13,4.07,2.92,113.52,-1.2132481679186673,0.03566658597601621,0.704640819746261,1.2079208999689472
17,True,172.05,103.9,103.76,4.52,2.71,113.42,-1.664731540077685,0.5777835705561495,1.4747955675734676,-0.29605135676492145
18,True,172.15,103.65,103.66,3.6,3.5,113.24,-1.4833664559931083,0.3636373266468173,-2.1555971929396716,-0.21316509358271296
19,True,171.75,104.16,104.0,4.19,3.03,113.55,-0.7534444364651545,0.2824181928476754,0.44265651401929623,1.2031403682588127
20,True,172.03,103.87,103.4,4.29,3.01,113.09,-1.7802638664514954,0.04851184617017685,0.04118786566223444,-0.7467262755962745
21,True,172.49,104.44,103.98,4.08,3.07,113.16,0.031446163934895514,2.373376983036552,0.05952122399623783,-0.10561741069919614
22,True,172.24,104.51,103.97,4.18,3.22,113.21,0.32912853370852085,1.6882407181686458,-0.2858600451160038,0.4898408915803584
23,True,172.59,104.22,104.01,4.47,2.95,113.19,-0.20619610835658223,2.303001938148578,0.6614579567367822,-0.6296860644375288
24,True,172.13,103.76,103.85,3.65,3.24,112.92,-1.225669259841611,0.5972211892202622,-1.1172713124898304,-0.17400887228578807
25,True,172.21,104.28,104.37,4.06,3.3,113.92,0.2375156441650605,1.883902472999678,-0.4545191281561753,1.4127949114354037
26,True,172.41,104.14,104.06,4.45,2.94,113.98,-0.7290306764691313,2.071820527057052,0.8331865521812057,0.18795161215439918
27,True,172.02,104.23,104.26,4.92,2.89,113.49,0.08123469406406551,0.9674426480498131,1.5283417344134667,0.7805021279683068
28,True,172.14,104.01,104.0,3.64,3.16,113.37,-0.9529072228565602,1.2211720827987342,-0.6136520193119877,0.4874236061310735
29,True,171.84,103.75,103.38,4.08,2.7,113.72,-2.95878541254663,-0.09180508047274305,1.050787889407714,-0.25587724339739476
30,True,172.19,104.05,103.81,3.9,3.22,113.52,-0.9859706517090763,1.1552746459316658,-0.6982299625271381,0.21248648545054757
31,True,171.82,103.77,103.79,4.36,2.77,113.79,-2.078789062065117,0.02627129944885294,1.2268411257311402,0.36289626551652643
32,True,172.01,104.03,103.67,3.9,3.18,112.61,-0.8702534765244173,0.2856303940532393,-0.7051869786170817,-0.25981563927729473
33,True,172.49,104.33,104.03,4.28,3.07,112.71,0.2803797370510538,2.0384072610010096,0.12195681913342152,-0.4837657544849228
34,True,172.75,104.33,103.97,4.34,3.14,113.12,0.18810261538988512,2.7310019190630226,-0.12532435307617848,-0.7685848918486743
35,True,171.66,104.17,104.16,4.75,2.94,113.52,-0.2953103472479795,-0.034888675839948396,1.267301143736659,1.3486708402106784
36,True,172.4,104.19,103.98,4.08,2.93,113.44,-0.7408275119786135,2.0373338165324517,0.5089047300946217,-0.08030490656380174
37,True,172.2,103.93,103.49,3.8,2.99,113.63,-2.113576496572978,1.0365705346698182,-0.15656029448689693,-0.39438289181194985
38,True,172.21,104.27,104.01,4.23,2.79,113.78,-0.9025709933602133,1.795320303281771,1.2558336027722856,0.46775423910059133
39,True,171.13,104.28,103.14,4.16,2.92,113.0,-1.8975666393994046,-1.888088168286047,0.5576783875539515,0.86187750276537
40,True,171.51,103.85,103.36,4.49,2.8,113.87,-2.581665852427789,-1.0323103344062226,1.1515368073020398,0.43382256903163435
41,True,171.81,104.1,103.69,4.29,2.95,112.72,-0.9360329518354916,-0.13499105339333942,0.4936041811535922,0.010838140830445151
42,True,171.88,103.66,103.52,4.66,2.75,113.25,-2.215250609330364,-0.4481861990402529,1.2531656207450759,-0.6702978539547866
43,True,171.91,104.34,103.77,4.45,2.95,112.66,-0.28011389707174966,0.3579612123554956,0.7097810945688794,0.07382720683593613
44,True,171.79,103.51,103.25,4.05,3.08,112.71,-2.4884688810754576,-1.1447897868752421,-0.5794414328208891,-0.9700313067703937
45,True,171.44,103.52,103.49,4.09,3.12,113.23,-2.3769935386341445,-1.7219532654886986,-0.3998579071955366,0.34936981050794397
46,True,171.85,103.9,103.74,4.13,3.07,113.15,-1.3078820549190777,-0.07708604157564074,-0.05346001181922497,0.20822224048728052
47,True,171.81,103.91,103.78,3.66,3.28,113.59,-1.4392846878641363,0.10018772031748123,-1.0344558002559192,0.8931978751792793
48,True,171.73,103.82,103.85,3.97,3.12,112.85,-1.1729861021442654,-0.45578864990318396,-0.33296088180821787,0.40046215261545337
49,True,171.59,103.23,103.64,4.01,2.94,113.59,-3.0814928380121565,-1.2949405137353764,0.12473827751940382,0.15795286160940056
50,True,171.71,103.83,103.51,3.8,3.02,113.01,-2.0035655916280586,-0.5458782586636172,-0.23555277783293677,0.07086656197969363
51,True,172.22,104.48,104.06,4.59,2.91,112.82,0.39608604764190886,1.5319123350760597,1.0763419555672256,0.07021874856711316
52,True,171.59,104.06,103.99,3.93,3.24,112.8,-0.43401152771367363,-0.5106315425311034,-0.5820942741991623,1.1273864188849714
53,True,172.32,104.16,104.14,3.78,3.25,113.38,-0.24530510922448914,1.837988565724642,-0.7486021365381765,0.5045339984321148
54,True,171.62,103.49,103.58,3.95,3.0,113.1,-2.4476576827065415,-1.1400335309906588,-0.12510676514217306,0.01147331561860622
55,True,172.14,103.74,103.52,4.56,2.83,113.43,-2.057588639472745,0.3673067438998623,0.883165466069402,-0.8824970347825782
56,True,172.53,103.99,103.55,4.5,3.1,113.03,-0.9503841344945342,1.400630859661068,-0.15315466460131327,-1.3975007338097192
57,True,171.97,103.69,103.54,4.39,2.7,112.79,-2.124622026899705,-0.17292518513261027,1.1617272653389779,-1.007324131085586
58,True,172.09,104.06,103.9,3.97,3.32,113.09,-0.4500828189819033,0.7365229602252691,-0.9793573963431123,0.29773476116328973
59,True,172.07,103.97,103.84,4.05,3.12,113.18,-0.9836229527107719,0.6536989529142693,-0.2707825926404013,0.08211599806002047
